"Codice";"Titolo";"Classificazione"
"14.22";"Fabbricazione di biancheria intima";"Classe"
"14.22.0";"Fabbricazione di biancheria intima";"Categoria"
"14.22.00";"Fabbricazione di biancheria intima";"Sottocategoria"
"14.23";"Fabbricazione di indumenti da lavoro";"Classe"
"14.23.0";"Fabbricazione di indumenti da lavoro";"Categoria"
"14.23.00";"Fabbricazione di indumenti da lavoro";"Sottocategoria"
"14.24";"Fabbricazione di abbigliamento in pelle e in pelliccia";"Classe"
"14.24.0";"Fabbricazione di abbigliamento in pelle e in pelliccia";"Categoria"
"14.24.00";"Fabbricazione di abbigliamento in pelle e in pelliccia";"Sottocategoria"
"14.29";"Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.";"Classe"
"14.29.0";"Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.";"Categoria"
"14.29.00";"Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.";"Sottocategoria"
"15";"Fabbricazione di pelli e cuoi e articoli in pelle e simili di altri materiali";"Divisione"
"15.1";"Concia, tintura e rifinizione di pelli, cuoi e pellicce; fabbricazione di articoli da viaggio, borse, pelletteria e selleria";"Gruppo"
"15.11";"Concia, tintura e rifinizione di pelli, cuoi e pellicce";"Classe"
"15.11.0";"Concia, tintura e rifinizione di pelli, cuoi e pellicce";"Categoria"
"15.11.00";"Concia, tintura e rifinizione di pelli, cuoi e pellicce";"Sottocategoria"
"15.12";"Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale";"Classe"
"15.12.0";"Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale";"Categoria"
"15.12.00";"Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale";"Sottocategoria"
"15.2";"Fabbricazione di calzature";"Gruppo"
"15.20";"Fabbricazione di calzature";"Classe"
"15.20.1";"Fabbricazione di calzature, escluse parti in cuoio per calzature";"Categoria"
"15.20.10";"Fabbricazione di calzature, escluse parti in cuoio per calzature";"Sottocategoria"
"15.20.2";"Fabbricazione di parti in cuoio per calzature";"Categoria"
"15.20.20";"Fabbricazione di parti in cuoio per calzature";"Sottocategoria"
"16";"Produzione e lavorazione del legno e dei prodotti a base di legno e sughero, esclusi i mobili; fabbricazione di articoli in paglia e materiale da intreccio";"Divisione"
"16.1";"Taglio e piallatura del legno; lavorazione e finitura del legno";"Gruppo"
"16.11";"Taglio e piallatura del legno";"Classe"
"16.11.0";"Taglio e piallatura del legno";"Categoria"
"16.11.00";"Taglio e piallatura del legno";"Sottocategoria"
"16.12";"Lavorazione e finitura del legno";"Classe"
"16.12.0";"Lavorazione e finitura del legno";"Categoria"
"16.12.00";"Lavorazione e finitura del legno";"Sottocategoria"
"16.2";"Fabbricazione di prodotti in legno, sughero, paglia e materiali da intreccio";"Gruppo"
"16.21";"Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno";"Classe"
"16.21.0";"Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno";"Categoria"
"16.21.00";"Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno";"Sottocategoria"
"16.22";"Fabbricazione di pavimenti di legno con elementi pre-assemblati";"Classe"
"16.22.0";"Fabbricazione di pavimenti di legno con elementi pre-assemblati";"Categoria"
"16.22.00";"Fabbricazione di pavimenti di legno con elementi pre-assemblati";"Sottocategoria"
"16.23";"Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia";"Classe"
"16.23.0";"Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia";"Categoria"
"16.23.01";"Fabbricazione di stand e strutture simili in legno per convegni e fiere";"Sottocategoria"
"16.23.09";"Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia n.c.a.";"Sottocategoria"
"16.24";"Fabbricazione di imballaggi in legno";"Classe"
"16.24.0";"Fabbricazione di imballaggi in legno";"Categoria"
"16.24.00";"Fabbricazione di imballaggi in legno";"Sottocategoria"
"16.25";"Fabbricazione di porte e finestre in legno";"Classe"
"16.25.0";"Fabbricazione di porte e finestre in legno";"Categoria"
"16.25.00";"Fabbricazione di porte e finestre in legno";"Sottocategoria"
"16.26";"Produzione di combustibili solidi da biomassa vegetale";"Classe"
"16.26.0";"Produzione di combustibili solidi da biomassa vegetale";"Categoria"
"16.26.00";"Produzione di combustibili solidi da biomassa vegetale";"Sottocategoria"
"16.27";"Finitura di prodotti in legno";"Classe"
"16.27.0";"Finitura di prodotti in legno";"Categoria"
"16.27.00";"Finitura di prodotti in legno";"Sottocategoria"
"16.28";"Fabbricazione di altri prodotti in legno e articoli in sughero, paglia e materiali da intreccio";"Classe"
"16.28.1";"Fabbricazione di altri prodotti in legno";"Categoria"
"16.28.11";"Fabbricazione di cornici";"Sottocategoria"
"16.28.19";"Fabbricazione di altri prodotti in legno n.c.a.";"Sottocategoria"
"16.28.2";"Fabbricazione di articoli in sughero";"Categoria"
"16.28.20";"Fabbricazione di articoli in sughero";"Sottocategoria"
"16.28.3";"Fabbricazione di articoli in paglia e materiali da intreccio";"Categoria"
"16.28.30";"Fabbricazione di articoli in paglia e materiali da intreccio";"Sottocategoria"
"17";"Fabbricazione di carta e di prodotti di carta";"Divisione"
"17.1";"Fabbricazione di pasta-carta, carta e cartone";"Gruppo"
"17.11";"Fabbricazione di pasta-carta";"Classe"
"17.11.0";"Fabbricazione di pasta-carta";"Categoria"
"17.11.00";"Fabbricazione di pasta-carta";"Sottocategoria"
"17.12";"Fabbricazione di carta e cartone";"Classe"
"17.12.0";"Fabbricazione di carta e cartone";"Categoria"
"17.12.00";"Fabbricazione di carta e cartone";"Sottocategoria"
"17.2";"Fabbricazione di articoli di carta e cartone";"Gruppo"
"17.21";"Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone";"Classe"
"17.21.0";"Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone";"Categoria"
"17.21.00";"Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone";"Sottocategoria"
"17.22";"Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa";"Classe"
"17.22.0";"Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa";"Categoria"
"17.22.00";"Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa";"Sottocategoria"
"17.23";"Fabbricazione di prodotti cartotecnici";"Classe"
"17.23.0";"Fabbricazione di prodotti cartotecnici";"Categoria"
"17.23.01";"Fabbricazione di prodotti cartotecnici scolastici e commerciali";"Sottocategoria"
"17.23.09";"Fabbricazione di altri prodotti cartotecnici";"Sottocategoria"
"17.24";"Fabbricazione di carta da parati";"Classe"
"17.24.0";"Fabbricazione di carta da parati";"Categoria"
"17.24.00";"Fabbricazione di carta da parati";"Sottocategoria"
"17.25";"Fabbricazione di altri articoli di carta e cartone";"Classe"
"17.25.0";"Fabbricazione di altri articoli di carta e cartone";"Categoria"
"17.25.00";"Fabbricazione di altri articoli di carta e cartone";"Sottocategoria"
"18";"Stampa e riproduzione di supporti registrati";"Divisione"
"18.1";"Stampa e servizi connessi alla stampa";"Gruppo"
"18.11";"Stampa di giornali";"Classe"
"18.11.0";"Stampa di giornali";"Categoria"
"18.11.00";"Stampa di giornali";"Sottocategoria"
"18.12";"Altra stampa";"Classe"
"18.12.0";"Altra stampa";"Categoria"
"18.12.00";"Altra stampa";"Sottocategoria"
"18.13";"Lavorazioni preliminari alla stampa e ai media";"Classe"
"18.13.0";"Lavorazioni preliminari alla stampa e ai media";"Categoria"
"18.13.00";"Lavorazioni preliminari alla stampa e ai media";"Sottocategoria"
"18.14";"Legatoria e servizi connessi";"Classe"
"18.14.0";"Legatoria e servizi connessi";"Categoria"
"18.14.00";"Legatoria e servizi connessi";"Sottocategoria"
"18.2";"Riproduzione di supporti registrati";"Gruppo"
"18.20";"Riproduzione di supporti registrati";"Classe"
"18.20.0";"Riproduzione di supporti registrati";"Categoria"
"18.20.00";"Riproduzione di supporti registrati";"Sottocategoria"
"19";"Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio";"Divisione"
"19.1";"Fabbricazione di prodotti di cokeria";"Gruppo"
"19.10";"Fabbricazione di prodotti di cokeria";"Classe"
"19.10.0";"Fabbricazione di prodotti di cokeria";"Categoria"
"19.10.00";"Fabbricazione di prodotti di cokeria";"Sottocategoria"
"19.2";"Fabbricazione di prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili";"Gruppo"
"19.20";"Fabbricazione di prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili";"Classe"
"19.20.1";"Raffinazione di petrolio";"Categoria"
"19.20.10";"Raffinazione di petrolio";"Sottocategoria"
"19.20.2";"Fabbricazione di derivati del petrolio";"Categoria"
"19.20.20";"Fabbricazione di derivati del petrolio";"Sottocategoria"
"19.20.3";"Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento";"Categoria"
"19.20.30";"Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento";"Sottocategoria"
"19.20.4";"Fabbricazione di prodotti di base per la copertura stradale";"Categoria"
"19.20.40";"Fabbricazione di prodotti di base per la copertura stradale";"Sottocategoria"
"19.20.9";"Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili";"Categoria"
"19.20.90";"Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili";"Sottocategoria"
"20";"Fabbricazione di prodotti chimici";"Divisione"
"20.1";"Fabbricazione di prodotti chimici di base, di fertilizzanti e composti azotati, di materie plastiche e gomma sintetica in forme primarie";"Gruppo"
"20.11";"Fabbricazione di gas industriali";"Classe"
"20.11.0";"Fabbricazione di gas industriali";"Categoria"
"20.11.00";"Fabbricazione di gas industriali";"Sottocategoria"
"20.12";"Fabbricazione di coloranti e pigmenti";"Classe"
"20.12.0";"Fabbricazione di coloranti e pigmenti";"Categoria"
"20.12.00";"Fabbricazione di coloranti e pigmenti";"Sottocategoria"
"20.13";"Fabbricazione di altri prodotti chimici di base inorganici";"Classe"
"20.13.0";"Fabbricazione di altri prodotti chimici di base inorganici";"Categoria"
"20.13.00";"Fabbricazione di altri prodotti chimici di base inorganici";"Sottocategoria"
"20.14";"Fabbricazione di altri prodotti chimici di base organici";"Classe"
"20.14.0";"Fabbricazione di altri prodotti chimici di base organici";"Categoria"
"20.14.00";"Fabbricazione di altri prodotti chimici di base organici";"Sottocategoria"
"20.15";"Fabbricazione di fertilizzanti e composti azotati";"Classe"
"20.15.0";"Fabbricazione di fertilizzanti e composti azotati";"Categoria"
"20.15.00";"Fabbricazione di fertilizzanti e composti azotati";"Sottocategoria"
"20.16";"Fabbricazione di materie plastiche in forme primarie";"Classe"
"20.16.0";"Fabbricazione di materie plastiche in forme primarie";"Categoria"
"20.16.00";"Fabbricazione di materie plastiche in forme primarie";"Sottocategoria"
"20.17";"Fabbricazione di gomma sintetica in forme primarie";"Classe"
"20.17.0";"Fabbricazione di gomma sintetica in forme primarie";"Categoria"
"20.17.00";"Fabbricazione di gomma sintetica in forme primarie";"Sottocategoria"
"20.2";"Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura";"Gruppo"
"20.20";"Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura";"Classe"
"20.20.0";"Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura";"Categoria"
"20.20.00";"Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura";"Sottocategoria"
"20.3";"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici";"Gruppo"
"20.30";"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici";"Classe"
"20.30.0";"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici";"Categoria"
"20.30.00";"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici";"Sottocategoria"
"20.4";"Fabbricazione di prodotti per il lavaggio, la pulizia e la lucidatura";"Gruppo"
"20.41";"Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura";"Classe"
"20.41.1";"Fabbricazione di saponi, detergenti e preparazioni tensioattive";"Categoria"
"20.41.10";"Fabbricazione di saponi, detergenti e preparazioni tensioattive";"Sottocategoria"
"20.41.2";"Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura";"Categoria"
"20.41.20";"Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura";"Sottocategoria"
"20.42";"Fabbricazione di profumi e cosmetici";"Classe"
"20.42.0";"Fabbricazione di profumi e cosmetici";"Categoria"
"20.42.00";"Fabbricazione di profumi e cosmetici";"Sottocategoria"
"20.5";"Fabbricazione di altri prodotti chimici";"Gruppo"
"20.51";"Produzione di biocarburanti liquidi";"Classe"
"20.51.0";"Produzione di biocarburanti liquidi";"Categoria"
"20.51.00";"Produzione di biocarburanti liquidi";"Sottocategoria"
"20.59";"Fabbricazione di altri prodotti chimici n.c.a.";"Classe"
"20.59.1";"Fabbricazione di fiammiferi e articoli esplosivi";"Categoria"
"20.59.11";"Fabbricazione di fiammiferi";"Sottocategoria"
"20.59.12";"Fabbricazione di articoli esplosivi";"Sottocategoria"
"20.59.2";"Fabbricazione di colle";"Categoria"
"20.59.20";"Fabbricazione di colle";"Sottocategoria"
"20.59.3";"Fabbricazione di oli essenziali";"Categoria"
"20.59.30";"Fabbricazione di oli essenziali";"Sottocategoria"
"20.59.9";"Fabbricazione di altri prodotti chimici vari n.c.a.";"Categoria"
"20.59.91";"Fabbricazione di liquidi per inalazione per sigarette elettroniche";"Sottocategoria"
"20.59.99";"Fabbricazione di tutti gli altri prodotti chimici vari n.c.a.";"Sottocategoria"
"20.6";"Fabbricazione di fibre sintetiche e artificiali";"Gruppo"
"20.60";"Fabbricazione di fibre sintetiche e artificiali";"Classe"
"20.60.0";"Fabbricazione di fibre sintetiche e artificiali";"Categoria"
"20.60.00";"Fabbricazione di fibre sintetiche e artificiali";"Sottocategoria"
"21";"Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici";"Divisione"
"21.1";"Fabbricazione di prodotti farmaceutici di base";"Gruppo"
"21.10";"Fabbricazione di prodotti farmaceutici di base";"Classe"
"21.10.0";"Fabbricazione di prodotti farmaceutici di base";"Categoria"
"21.10.00";"Fabbricazione di prodotti farmaceutici di base";"Sottocategoria"
"21.2";"Fabbricazione di medicinali e preparati farmaceutici";"Gruppo"
"21.20";"Fabbricazione di medicinali e preparati farmaceutici";"Classe"
"21.20.0";"Fabbricazione di medicinali e preparati farmaceutici";"Categoria"
"21.20.01";"Fabbricazione di sostanze diagnostiche radioattive in vivo";"Sottocategoria"
"21.20.09";"Fabbricazione di medicinali e altri preparati farmaceutici";"Sottocategoria"
"22";"Fabbricazione di prodotti in gomma e in materie plastiche";"Divisione"
"22.1";"Fabbricazione di prodotti in gomma";"Gruppo"
"22.11";"Fabbricazione, rigenerazione e ricostruzione di pneumatici e fabbricazione di camere d'aria";"Classe"
"22.11.1";"Fabbricazione di pneumatici e camere d'aria";"Categoria"
"22.11.10";"Fabbricazione di pneumatici e camere d'aria";"Sottocategoria"
"22.11.2";"Rigenerazione e ricostruzione di pneumatici";"Categoria"
"22.11.20";"Rigenerazione e ricostruzione di pneumatici";"Sottocategoria"
"22.12";"Fabbricazione di altri prodotti in gomma";"Classe"
"22.12.0";"Fabbricazione di altri prodotti in gomma";"Categoria"
"22.12.00";"Fabbricazione di altri prodotti in gomma";"Sottocategoria"
"22.2";"Fabbricazione di prodotti in materie plastiche";"Gruppo"
"22.21";"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche";"Classe"
"22.21.0";"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche";"Categoria"
"22.21.00";"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche";"Sottocategoria"
"22.22";"Fabbricazione di imballaggi in materie plastiche";"Classe"
"22.22.0";"Fabbricazione di imballaggi in materie plastiche";"Categoria"
"22.22.00";"Fabbricazione di imballaggi in materie plastiche";"Sottocategoria"
"22.23";"Fabbricazione di porte e finestre in materie plastiche";"Classe"
"22.23.0";"Fabbricazione di porte e finestre in materie plastiche";"Categoria"
"22.23.00";"Fabbricazione di porte e finestre in materie plastiche";"Sottocategoria"
"22.24";"Fabbricazione di articoli in materie plastiche per l'edilizia";"Classe"
"22.24.0";"Fabbricazione di articoli in materie plastiche per l'edilizia";"Categoria"
"22.24.01";"Fabbricazione di rivestimenti per pareti e pavimenti in materie plastiche";"Sottocategoria"
"22.24.09";"Fabbricazione di altri articoli in materie plastiche per l'edilizia";"Sottocategoria"
"22.25";"Lavorazione e finitura di prodotti in materie plastiche";"Classe"
"22.25.0";"Lavorazione e finitura di prodotti in materie plastiche";"Categoria"
"22.25.00";"Lavorazione e finitura di prodotti in materie plastiche";"Sottocategoria"
